name	mkb_code	start_year	age_category	end_year	id	abbreviation	term
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ОР	отношение рисков
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	МХ	меланома хориоидеи
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ПЭТ	позитронно-эмиссионная томография
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	РЛК	разрушающая лазеркоагуляция
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	рТ	патоморфологическая классификация
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	РЧА	радиочастотная аблация
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ТАХЭ	трансартериальная химиоэмюолизация
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ТИАБ	тонкоигольная аспирационная биопсия
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ТТТ	транспупиллярная термотерапия
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	УБМ	ультразвуковая биомикроскопия
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	УЗИ	ультразвуковое исследование
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	УМ	увеальная меланома
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ФАГ	флюоресцентная ангиография
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ХЭ	химиоэмболизация
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ЦДК	цветовое допплеровское картирование
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ЦХО	цилиохориоидальная отслойка
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	ЩФ	щелочная фосфатаза
Увеальная меланома	C69.3, C69.4, C69.8	2020	Взрослые	2022	100	TNM (аббревиатура от tumor, nodus и metastasis)	международная классификация стадий злокачественных новообразований
Ожоги глаз	 T26	2020	Взрослые	2022	106	АБ	анкилозирующая блефарорафия
Ожоги глаз	 T26	2020	Взрослые	2022	106	АКП	аутоконъюнктивальная пластика
Ожоги глаз	 T26	2020	Взрослые	2022	106	АМ	амниотическая мембрана
Ожоги глаз	 T26	2020	Взрослые	2022	106	АТП	аутотенонопластика, тенопластика, (тотальная, циркулярная, секторальная)
Ожоги глаз	 T26	2020	Взрослые	2022	106	ВГД	внутриглазное давление
Ожоги глаз	 T26	2020	Взрослые	2022	106	ВПГ	вторичная послеожоговая глаукома
Ожоги глаз	 T26	2020	Взрослые	2022	106	ГТ	гипотензивная терапия
Ожоги глаз	 T26	2020	Взрослые	2022	106	ЛЭСК	лимбальные эпителиальные стволовые клетки
Ожоги глаз	 T26	2020	Взрослые	2022	106	ЛТ	лимбальная трансплантация
Ожоги глаз	 T26	2020	Взрослые	2022	106	МКБ	10 – международная классификация болезней 10 – го пересмотра
Ожоги глаз	 T26	2020	Взрослые	2022	106	МКЛ	мягкая контактная линза
Ожоги глаз	 T26	2020	Взрослые	2022	106	НБ	неанкилозирующая (простая)блефарорафия
Ожоги глаз	 T26	2020	Взрослые	2022	106	OКТ	оптическая когерентная томография
Ожоги глаз	 T26	2020	Взрослые	2022	106	ПКП	послойнаякератопластика
Ожоги глаз	 T26	2020	Взрослые	2022	106	СКП	сквозная кератопластика
Ожоги глаз	 T26	2020	Взрослые	2022	106	СТЭ	синусотрабекулоэктомия
Ожоги глаз	 T26	2020	Взрослые	2022	106	ТДЦ	транссклеральнаядиодлазернаяциклодеструкция
Ожоги глаз	 T26	2020	Взрослые	2022	106	УБМ	пультразвуковая биомикроскопия
Ожоги глаз	 T26	2020	Взрослые	2022	106	ФН	ферментативная некрэктомияФННФФФВХО
Ожоги глаз	 T26	2020	Взрослые	2022	106	ХН	хирургическая некрэктомия (?)
Ожоги глаз	 T26	2020	Взрослые	2022	106	ЭФИ	электрофизиологические исследования
Ожоги глаз	 T26	2020	Взрослые	2022	106	ЭЭК	экстракапсулярная экстракция катаракты
Миопия	 H52.1	2020	Дети	2022	109	АОА	антиокислительная активность
Миопия	 H52.1	2020	Дети	2022	109	АПС	акустическая плотность склеры
Миопия	 H52.1	2020	Дети	2022	109	БАО	бинокулярный аккомодационный ответ
Миопия	 H52.1	2020	Дети	2022	109	ГГП	годовой градиент прогрессирования
Миопия	 H52.1	2020	Дети	2022	109	дБ	децибел, единица измерения в акустике
Миопия	 H52.1	2020	Дети	2022	109	дптр	диоптрия
Миопия	 H52.1	2020	Дети	2022	109	ЗОА	запасы относительной аккомодации
Миопия	 H52.1	2020	Дети	2022	109	ИК	индекс Кердо
Миопия	 H52.1	2020	Дети	2022	109	КГ	корнеальный гистерезис
Миопия	 H52.1	2020	Дети	2022	109	МАО	монокулярный аккомодационный ответ
Миопия	 H52.1	2020	Дети	2022	109	МКБ	международная классификация болезней
Миопия	 H52.1	2020	Дети	2022	109	ОАА	объем абсолютной аккомодации
Миопия	 H52.1	2020	Дети	2022	109	ОАО	объективный аккомодационный ответ
Миопия	 H52.1	2020	Дети	2022	109	ОКЛ	ортокератологические линзы
Миопия	 H52.1	2020	Дети	2022	109	ООА	объем относительной аккомодации
Миопия	 H52.1	2020	Дети	2022	109	ПВХРД	периферическая витреохориоретинальная дистрофия
Миопия	 H52.1	2020	Дети	2022	109	ПД	поперечный диаметр глаза
Миопия	 H52.1	2020	Дети	2022	109	ПЗО	передне-задняя ось глаза
Миопия	 H52.1	2020	Дети	2022	109	ПИНА	привычно избыточное напряжение аккомодации
Миопия	 H52.1	2020	Дети	2022	109	пр.дптр	призменная диоптрия
Миопия	 H52.1	2020	Дети	2022	109	ПТА	привычный тонус аккомодации
Миопия	 H52.1	2020	Дети	2022	109	ТПА	тонус покоя аккомодации
Миопия	 H52.1	2020	Дети	2022	109	ХЛ	хемилюминесценция
Миопия	 H52.1	2020	Дети	2022	109	ISO	Международная организация по стандартизации (International Organization for
Миопия	 H52.1	2020	Дети	2022	109		Standartization)
Миопия	 H52.1	2020	Дети	2022	109	FATT	единица измерения кислородной проницаемости контактных линз
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ААС	алкогольныйабстинентныйсиндром
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	АС	абстинентныйсиндром
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	АД	артериальноедавление
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	АлАТ	аланинаминотрансфераза (alanineaminotransferase)
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	АсАТ	аспартатаминотрансфераза (aspartateaminotransferase)
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	АЛДГ	альдегиддегидрогеназа
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ВОЗ	Всемирнаяорганизацияздравоохранения
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ГАМК	гамма-аминомаслянаякислота
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	Гамма-ГТ	гамма-глютамилтрансфераза (gammaglutamiltransferase)
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ДА	дофамин
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	КА	катехоламины
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ЛРП	лечебно-реабилитационная программа
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ЛС	лекарственныесредства
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	МЗ РФ	Министерство здравоохранения Российской Федерации
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	МИ	мотивационное интервью
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	МКБ-10	международная классификация болезней 10-го пересмотра
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	НА	норадреналин
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	НД	наркологический диспансер
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	НЯ	нежелательное явление
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ПАВ	психоактивное вещество
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ПВА	патологическое влечение к алкоголю
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ПТ	психотерапия
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	СИОЗС	селективные ингибиторы обратного захвата серотонина
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	СИОЗСН	селективные ингибиторы обратного захвата серотонина и норадреналина
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	СЗ	синдром зависимости
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	УЗИ	ультразвуковое исследование
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	УРП	уровень реабилитационного потенциала
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ХАИ	хроническая алкогольная интоксикация
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111		ЦНС–центральная нервная система
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ЧДД	частота дыхательных движений
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ЧСС	частота сердечных сокращений
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ЭЭГ	электроэнцефалография
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	ЭКГ	электрокардиограмма
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	Эхо-ЭГ	эхоэнцефалография
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	CDT (УДТ)	carbohydrate-deficienttransferrin (карбогидрат-дефицитныйтрансферрин; син: углевод-дефицитный трасферрин)
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	MCV	erythrocyte mean corpuscular volume (среднийобъемэритроцитов)
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	NMDA	N-метил-D-аспартатная система
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111	Rg	рентгенография
Психические и поведенческие расстройства, вызванные употреблением алкоголя.  Синдром зависимости от алкоголя	F10.2	2018	Взрослые	2020	111		
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	Гр	Грей
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ДЛТ	дистанционная лучевая терапия
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ЗНО	злокачественное новообразование
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ЛУ	лимфатические узлы
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	нед	неделя
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	УЗИ	ультразвуковое исследование
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	КТ	компьютерная томография
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ЛФК	лечебная физическая культура
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ТАБ	тонкоигольная аспирационная биопсия
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ЛТ	лучевая терапия
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	МРТ	магнитно-резонансная томография
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ПЭГ	перкутанная эндоскопическая гастростома
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ПЭТ-КТ	позитронно-эмиссионная томография, совмещенная с компьютерной томографией
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	УДД	уровень достоверности доказательств
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	УУР	уровень убедительности рекомендаций
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ХЛТ	химиолучевая терапия
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ХТ	химиотерапия
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	AJCC	Американский объединенный комитет по изучению злокачественных опухолей (American Joint Committee on Cancer)
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ECOG	шкала оценки общего состояния онкологического больного по версии Восточной объединенной группы онкологов
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	ENE	экстранодальное распространение опухоли в лимфатических узлах (extranodalextension)
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	NaF	фторид натрия
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	R0	свободный от опухоли край резекции
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	R1	микроскопическая остаточная опухоль
Злокачественные опухоли слюнных желез	C07, C08	2020	Взрослые	2022	116	TNM	(аббревиатура от tumor, nodus и metastasis) международная классификация стадий развития раковых опухолей
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	АДФ	аденозиндифосфат
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	Алло-ТГСК	аллогенная трансплантация гемопоэтических стволовых клеток
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	АЛТ	аланинаминотрансфераза
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	АСТ	аспартатаминотрансфераза
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	Ауто-ТГСК	аутологичная трансплантация гемопоэтических стволовых клеток
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	АЧТВ	активированное частичное тромбопластиновое время
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	БК	бластный криз
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ВОЗ	Всемирная организация здравоохранения
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ГГТ	гамма-глутамилтранспептидаза
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ИНФα	препараты интерферон-альфа 2b
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ИП	истинная полицитемия
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	КТ	компьютерная томография
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ЛДГ	лактатдегидрогеназа
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	МДС	миелодиспластический синдром
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	МПЗ	миелопролиферативное заболевание
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	МПЗн	миелопролиферативное заболевание неклассифицированное
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	МРТ	магнитно-резонансная томография
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	МФ	миелофиброз
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	НМГ	низкомолекулярный гепарин
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	МНО	международное нормализованное отношение
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ОВ	общая выживаемость
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ОМЛ	острый миелоидный лейкоз
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ОНМК	острое нарушение мозгового кровообращения
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ПМФ	первичный миелофиброз
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	Пост-ИП МФ	постполицитемический миелофиброз
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	Пост-ЭТ МФ	посттромбоцитемический миелофиброз
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ПЦР	полимеразная цепная реакция
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	СОЭ	скорость оседания эритроцитов
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	СЭ	спленэктомия
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	СРБ	С-реактивный белок
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	УЗИ	ультразвуковое исследование
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ХМЛ	хронический миелоидный лейкоз
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ХФ	хроническая фаза
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	цАМФ	циклический аденозинмонофосфат
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ЩФ	щелочная фосфатаза
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ЭКГ	электрокардиограмма
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120		ЭГДС эзофагогастродуоденоскопии
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ЭПО	эритропоэтин
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ЭТ	эссенциальная тромбоцитемия
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	Эхо-КГ	эхокардиография
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ЭЦФ	эритроцитаферез
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	P32	радиоактивный фосфор
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	CALR	кальретикулин
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	DIPSS (Dynamic International Prognostic Scoring System)	Динамическая международная шкала оценки прогноза
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ECOG	Eastern Cooperative Oncology Group
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ELN (European Leukemia Net)	Европейская организация по изучению и лечению лейкозов
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	ECOG	Eastern Cooperative Oncology Group
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	EORTC	Европейская организация по исследованиям в области лечения рака
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	G-CSF (granulocyte colony stimulating factor)	гранулоцитарный колониестимулирующий фактор
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	IPSET-thrombosis (The International Prognostic Score for ET)	Международный Прогностический Индекс рисков тромбоза при эссенциальной тромбоцитемии
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	IPSS (International Prognostic Scoring System)	Международная шкала оценки прогноза
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	IWG-MRT (The international working group for myeloproliferative neoplasms research and treatment)	Международная рабочая группа по изучению и лечению миелопролиферативных заболеваний
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	JAK2V617F	точечная мутация (замена гуанина на тимин) в гене Янус киназы
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	MCH	mean corpuscular hemoglobin, среднее содержание гемоглобина в отдельном эритроците в абсолютных единицах
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	MCHC	mean corpuscular hemoglobin concentration, средняя концентрация гемоглобина в эритроцитарной массе
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	MCV	Mean Corpuscular Volume, средний объем эритроцитов
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	MPL	ген рецептора тромбопоэтина
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	MPN-10 - Myeloproliferative Neoplasm	10, опросник для оценки конституциональных симптомов у больных миелопролиферативными заболеваниями
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	NSSN (National Comprehensive Cancer Network®)	Национальная Онкологическая Сеть США
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	PAI-1	plasminogen activator inhibitor-1, ингибитора активатора плазминогена 1-го типа
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	рСО2	парциальное давление углекислого газа
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	PVSG (Polycythemia Vera Study Group)	группа по изучению истинной полицитемии
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	PUVA (psoralen + UVA treatment)	ПУВА – терапия; ультрафиолетовая фототерапия в комбинации с псораленом
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	RDW	red cell distribution width, относительная ширина распределения эритроцитов по объёму
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	УДД	уровень достоверности доказательств
Ph-негативные миелопролиферативные заболевания	 D47.4/D45/D47.3	2018	Взрослые	2020	120	УУР	уровень убедительности рекомендаций
Гемофилия	D66, D67	2018	Взрослые	2020	127	АЧТВ	активированное частичное тромбопластиновое время
Гемофилия	D66, D67	2018	Взрослые	2020	127	АИКК	антиингибиторный коагулянтный комплекс
Гемофилия	D66, D67	2018	Взрослые	2020	127	БЕ	Бетезда единица
Гемофилия	D66, D67	2018	Взрослые	2020	127	ГА	гемофилия А
Гемофилия	D66, D67	2018	Взрослые	2020	127	ГВ	гемофилия В
Гемофилия	D66, D67	2018	Взрослые	2020	127	DDAVP	десмопрессин
Гемофилия	D66, D67	2018	Взрослые	2020	127	ДВ	день введения
Гемофилия	D66, D67	2018	Взрослые	2020	127	ЖКТ	желудочно-кишечный тракт
Гемофилия	D66, D67	2018	Взрослые	2020	127	ИИТ	индукция иммунологической толерантности
Гемофилия	D66, D67	2018	Взрослые	2020	127	КТ	компьютерная томография
Гемофилия	D66, D67	2018	Взрослые	2020	127	МРТ	магнитно-резонансная томография
Гемофилия	D66, D67	2018	Взрослые	2020	127	НПВП	нестероидные противовоспалительные препараты
Гемофилия	D66, D67	2018	Взрослые	2020	127	ПВ	протромбиновое время
Гемофилия	D66, D67	2018	Взрослые	2020	127	ТВ	тромбиновое время
Гемофилия	D66, D67	2018	Взрослые	2020	127	FVIII	фактор свертывания крови VIII
Гемофилия	D66, D67	2018	Взрослые	2020	127	FIX	фактор свертывания крови IX
Гемофилия	D66, D67	2018	Взрослые	2020	127	FXI	фактор свертывания крови XI
Гемофилия	D66, D67	2018	Взрослые	2020	127	FXII	фактор свертывания крови XII
Гемофилия	D66, D67	2018	Взрослые	2020	127	ЦНС	центральная нервная система
Гемофилия	D66, D67	2018	Взрослые	2020	127	ФСКVIII	фактор свертывания крови VIII
Гемофилия	D66, D67	2018	Взрослые	2020	127	ФСКIX	фактор свертывания крови IX
Гемофилия	D66, D67	2018	Взрослые	2020	127	ФСКVIII vWF**	фактор свертывания крови VIII   фактор Виллебранда**
Гемофилия	D66, D67	2018	Взрослые	2020	127	УДЦВД	устройство долговременного центрального венозного доступа
Гемофилия	D66, D67	2018	Взрослые	2020	127		АСК-ацетилсалициловая кислота
Гемофилия	D66, D67	2018	Взрослые	2020	127	УЗИ	ультразвуковое исследование
Гемофилия	D66, D67	2018	Взрослые	2020	127	УДД	уровень достоверности доказательств
Гемофилия	D66, D67	2018	Взрослые	2020	127	УУР	уровень убедительности рекомендаций
Агрессивные нефолликулярные лимфомы – диффузная крупноклеточная В-клеточная лимфома, первичная медиастинальная В-клеточная лимфома, лимфома Беркитта	С83.3, С83.7, С85.2, С91.8	2020	Взрослые	2022	129	АЧТВ	активированное частичное тромбопластиновое время
Агрессивные нефолликулярные лимфомы – диффузная крупноклеточная В-клеточная лимфома, первичная медиастинальная В-клеточная лимфома, лимфома Беркитта	С83.3, С83.7, С85.2, С91.8	2020	Взрослые	2022	129	МНО	международное нормализованное отношение
